	superkingdom	kingdom	subkingdom	phylum	subphylum	class	subclass	order	suborder	family	subfamily	tribe	genus	subgenus	species group	species	subspecies	varietas	forma
101854	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Dermateaceae			Pezicula			Pezicula carpinea			
101920	Eukaryota			Rhodophyta		Bangiophyceae		Bangiales		Bangiaceae			Bangia			Bangia fuscopurpurea			
102000	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Cladosporiaceae			Cladosporium			Cladosporium colocasiae			
102125	Bacteria			Cyanobacteria				Pleurocapsales		Xenococcaceae			Xenococcus			Xenococcus sp. PCC 7305			
102127	Bacteria			Cyanobacteria			Oscillatoriophycideae	Oscillatoriales		Coleofasciculaceae			Geitlerinema			Geitlerinema sp. PCC 7105			
102129	Bacteria			Cyanobacteria				Synechococcales		Leptolyngbyaceae			Leptolyngbya			Leptolyngbya sp. PCC 7375			
102232	Bacteria			Cyanobacteria			Oscillatoriophycideae	Chroococcales		Chroococcaceae			Gloeocapsa			Gloeocapsa sp. PCC 73106			
102891	Bacteria			Actinobacteria		Actinobacteria		Frankiales		Frankiaceae			Frankia			Frankia sp. ACN1ag			
102897	Bacteria			Actinobacteria		Actinobacteria		Frankiales		Frankiaceae			Frankia			Frankia sp. EUN1f			
103216	Viruses							Caudovirales		Myoviridae	Peduovirinae		Peduovirus			Escherichia virus Wphi			
103340	Eukaryota			Euglenida				Euglenales		Euglenaceae			Trachelomonas			Trachelomonas volvocina			
103366	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Trichosporonales		Trichosporonaceae			Cutaneotrichosporon			Cutaneotrichosporon terricola			
103442	Viruses							Picornavirales		Dicistroviridae			Triatovirus			Triatoma virus			
103603	Viruses			Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae			Novirhabdovirus			Snakehead novirhabdovirus			
103690	Bacteria			Cyanobacteria				Nostocales		Nostocaceae			Nostoc			Nostoc sp. PCC 7120			
103722	Viruses							Tymovirales		Tymoviridae			Maculavirus			Grapevine fleck virus			
103723	Viruses							Tymovirales		Tymoviridae			Maculavirus			Grapevine Red Globe virus			
103724	Viruses							Tymovirales		Tymoviridae			Marafivirus			Grapevine asteroid mosaic associated virus			
103733	Bacteria			Actinobacteria		Actinobacteria		Pseudonocardiales		Pseudonocardiaceae			Saccharothrix			Saccharothrix syringae			
103782	Viruses									Nodaviridae			Alphanodavirus			Pariacoto virus			
103807	Viruses							Caudovirales		Myoviridae						Enterobacteria phage phiP27			
103808	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Nocardiaceae			Rhodococcus			Rhodococcus sp. AD45			
103855	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Alcaligenaceae			Bordetella			Bordetella hinzii			
103881	Viruses									Closteroviridae			Crinivirus			Potato yellow vein virus			
104087	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas frederiksbergensis			
104167	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium piscarium			
104245	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Clavariaceae			Clavaria			Clavaria zollingeri			
104259	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium brasilianum			
104260	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium paraherquei			
104261	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium pulvillorum			
104262	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium skrjabinii			
104263	Viruses							Tymovirales		Betaflexiviridae	Quinvirinae		Carlavirus			Hop latent virus			
104268	Bacteria			Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Tenacibaculum			Tenacibaculum mesophilum			
104336	Bacteria			Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Microbacterium			Microbacterium foliorum			
104388	Viruses							Herpesvirales		Herpesviridae	Alphaherpesvirinae		Mardivirus			Anatid alphaherpesvirus 1			
104403	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Heterocephalacria			Heterocephalacria arrabidensis			
104404	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Filobasidium			Filobasidium chernovii			
104405	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Goffeauzyma			Goffeauzyma gilvescens			
104408	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Naganishia			Naganishia liquefaciens			
104409	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Filobasidium			Filobasidium magnum			
104410	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Filobasidium			Filobasidium oeirense			
104411	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Piskurozymaceae			Solicoccozyma			Solicoccozyma phenolicus			
104414	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Piskurozymaceae			Solicoccozyma			Solicoccozyma terricola			
104415	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Naganishia			Naganishia uzbekistanensis			
104416	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Filobasidium			Filobasidium wieringae			
104580	Viruses									Reoviridae	Sedoreovirinae		Seadornavirus			Kadipiro virus			
104581	Viruses									Reoviridae	Sedoreovirinae		Orbivirus			St Croix River virus			
104605	Bacteria			Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Sphingomonas			Sphingomonas sp. Ant20			
104623	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Yersiniaceae			Serratia			Serratia sp. ATCC 39006			
104664	Viruses							Tymovirales		Alphaflexiviridae			Mandarivirus			Indian citrus ringspot virus			
104669	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Cryptococcaceae			Cryptococcus			Cryptococcus amylolentus			
104670	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae						[Cryptococcus] ater			
104671	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae						[Cryptococcus] consortionis			
104674	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Trichosporonales		Tetragoniomycetaceae			Bandonia			Bandonia marina			
104676	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Cuniculitremaceae			Fellomyces			Fellomyces borneensis			
104677	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Cuniculitremaceae			Kockovaella			Kockovaella chinensis			
104678	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Cuniculitremaceae			Kockovaella			Kockovaella lichenicola			
104679	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Cuniculitremaceae			Kockovaella			Kockovaella sichuanensis			
105154	Viruses									Microviridae	Gokushovirinae		Chlamydiamicrovirus			Chlamydia virus Chp2			
105187	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Cuniculitremaceae			Kockovaella			Kockovaella prillingeri			
105219	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Ralstonia			Ralstonia mannitolilytica			
105351	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus awamori			
105397	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Togniniales		Togniniaceae			Phaeoacremonium			Phaeoacremonium rubrigenum			
105420	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptacidiphilus			Streptacidiphilus neutrinimicus			
105422	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptacidiphilus			Streptacidiphilus carbonis			
105482	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Diaporthales		Diaporthaceae			Diaporthe			Diaporthe vaccinii			
105559	Bacteria			Proteobacteria		Gammaproteobacteria		Chromatiales		Chromatiaceae			Nitrosococcus			Nitrosococcus watsonii			
105697	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Mucorineae	Mucoraceae			Mucor			Mucor piriformis			
105705	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Agaricostilbomycetes		Agaricostilbales		Chionosphaeraceae			Kurtzmanomyces			Kurtzmanomyces tardus			
105707	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Agaricostilbomycetes		Agaricostilbales		Chionosphaeraceae			Kurtzmanomyces			Kurtzmanomyces insolitus			
105713	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Trichosporonales		Trichosporonaceae			Apiotrichum			Apiotrichum veenhuisii			
105714	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Trichosporonales					Pascua			Pascua guehoae			
105751	Bacteria			Proteobacteria		Gammaproteobacteria		Aeromonadales		Aeromonadaceae			Aeromonas			Aeromonas bestiarum			
105771	Eukaryota	Fungi	Dikarya	Basidiomycota	Ustilaginomycotina	Exobasidiomycetes		Microstromatales					Pseudomicrostroma			Pseudomicrostroma phylloplanum			
105982	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Agaricostilbomycetes		Agaricostilbales		Kondoaceae			Kondoa			Kondoa phyllada			
105984	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Trichosporonales		Trichosporonaceae			Apiotrichum			Apiotrichum porosum			
105986	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Agaricostilbomycetes		Agaricostilbales		Kondoaceae			Kondoa			Kondoa aeria			
105987	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes		Kriegeriales		Camptobasidiaceae			Glaciozyma			Glaciozyma antarctica			
105988	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes		Leucosporidiales		Leucosporidiaceae			Leucosporidium			Leucosporidium fellii			
105997	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes		Cystobasidiales					Occultifur			Occultifur externus			
106000	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes							Reniforma			Reniforma strues			
106001	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes							Buckleyzyma			Buckleyzyma armeniaca			
106002	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes				Chrysozymaceae			Pseudohyphozyma			Pseudohyphozyma bogoriensis			
106004	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes		Leucosporidiales		Leucosporidiaceae			Leucosporidium			Leucosporidium creatinivorum			
106006	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes				Chrysozymaceae			Slooffia			Slooffia cresolica			
106007	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes				Chrysozymaceae			Udeniozyma			Udeniozyma ferulica			
106008	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes							Curvibasidium			Curvibasidium cygneicollum			
106009	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes		Microbotryales		Ustilentylomataceae			Ustilentyloma			Ustilentyloma graminis			
106010	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes				Chrysozymaceae			Sampaiozyma			Sampaiozyma ingeniosa			
106011	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes				Chrysozymaceae			Vonarxula			Vonarxula javanica			
106012	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes				Chrysozymaceae			Hamamotoa			Hamamotoa lignophila			
106013	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes				Symmetrosporaceae			Symmetrospora			Symmetrospora marina			
106016	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes				Chrysozymaceae			Slooffia			Slooffia pilati			
106017	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes				Chrysozymaceae			Pseudohyphozyma			Pseudohyphozyma pustula			
106018	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes		Cystobasidiales		Cystobasidiaceae			Cystobasidium			Cystobasidium slooffiae			
106019	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes				Chrysozymaceae			Yunzhangia			Yunzhangia sonckii			
106020	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes				Chrysozymaceae			Sampaiozyma			Sampaiozyma vanillica			
106021	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes				Chrysozymaceae			Oberwinklerozyma			Oberwinklerozyma yarrowii			
106023	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes							Sakaguchia			Sakaguchia dacryoidea			
106127	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium sabulosum			
106284	Viruses							Caudovirales		Siphoviridae			Phietavirus			Staphylococcus virus phiETA			
106331	Viruses							Herpesvirales		Herpesviridae	Gammaherpesvirinae		Lymphocryptovirus			Callitrichine gammaherpesvirus 3			
106333	Viruses									Caliciviridae			Sapovirus			Sapporo virus			
106370	Bacteria			Actinobacteria		Actinobacteria		Frankiales		Frankiaceae			Frankia			Frankia casuarinae			
106592	Bacteria			Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Ensifer			Ensifer adhaerens			
106634	Bacteria			Proteobacteria		Gammaproteobacteria		Chromatiales		Ectothiorhodospiraceae			Thioalkalivibrio			Thioalkalivibrio versutus			
106962	Viruses									Hypoviridae			Hypovirus			Cryphonectria hypovirus 3			
107324	Viruses							Ortervirales		Caulimoviridae			Solendovirus			Tobacco vein clearing virus			
107633	Bacteria			Proteobacteria		Alphaproteobacteria		Rhizobiales		Methylocystaceae			Methylocystis			Methylocystis sp. LW5			
107635	Bacteria			Proteobacteria		Alphaproteobacteria		Rhizobiales		Methylocystaceae			Methylosinus			Methylosinus sp. LW3			
107636	Bacteria			Proteobacteria		Alphaproteobacteria		Rhizobiales		Methylocystaceae			Methylosinus			Methylosinus sp. PW1			
107637	Bacteria			Proteobacteria		Gammaproteobacteria		Methylococcales		Methylococcaceae			Methylomonas			Methylomonas sp. LW13			
107758	Eukaryota					Dinophyceae		Gymnodiniales		Gymnodiniaceae			Lepidodinium			Lepidodinium chlorophorum			
107804	Viruses									Virgaviridae			Furovirus			Sorghum chlorotic spot virus			
107806	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Erwiniaceae			Buchnera			Buchnera aphidicola			
107832	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Cantharellales		Ceratobasidiaceae			Thanatephorus			Thanatephorus cucumeris			
108003	Bacteria			Proteobacteria		Gammaproteobacteria		Chromatiales		Ectothiorhodospiraceae			Thioalkalivibrio			Thioalkalivibrio denitrificans			
108098	Viruses									Adenoviridae			Mastadenovirus			Human mastadenovirus B			
108569	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Dermateaceae			Neofabraea			Neofabraea malicorticis			
108863	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Dermateaceae			Pezicula			Pezicula sporulosa			
108864	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Dermateaceae			Pezicula			Pezicula heterochroma			
108921	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales		Arthrodermataceae			Arthroderma			Arthroderma tuberculatum			
108929	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Sordariales								[Chrysosporium] synchronum			
109232	Bacteria			Proteobacteria		Alphaproteobacteria		Rickettsiales		Rickettsiaceae		Rickettsieae	Rickettsia		spotted fever group	Rickettsia monacensis			
109264	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus bombycis			
109269	Eukaryota					Xanthophyceae		Vaucheriales		Vaucheriaceae			Vaucheria			Vaucheria litorea			
109270	Viruses							Ortervirales		Retroviridae	Spumaretrovirinae		Equispumavirus			Equine foamy virus			
109612	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Agaricostilbomycetes		Agaricostilbales					Jianyunia			Jianyunia sakaguchii			
109760	Eukaryota	Fungi		Chytridiomycota		Chytridiomycetes		Spizellomycetales		Spizellomycetaceae			Spizellomyces			Spizellomyces punctatus			
109764	Eukaryota	Fungi		Chytridiomycota		Monoblepharidomycetes		Monoblepharidales		Harpochytriaceae			Harpochytrium			Harpochytrium sp. JEL94			
109790	Bacteria			Firmicutes		Bacilli		Lactobacillales		Lactobacillaceae			Lactobacillus			Lactobacillus jensenii			
109871	Eukaryota	Fungi		Chytridiomycota		Chytridiomycetes		Rhizophydiales					Batrachochytrium			Batrachochytrium dendrobatidis			
109889	Eukaryota	Fungi		Chytridiomycota		Chytridiomycetes		Lobulomycetales		Lobulomycetaceae			Lobulomyces			Lobulomyces angularis			
109903	Eukaryota	Fungi		Chytridiomycota		Chytridiomycetes		Rhizophydiales		Alphamycetaceae			Alphamyces			Alphamyces chaetifer			
109936	Eukaryota	Fungi		Chytridiomycota		Chytridiomycetes		Cladochytriales		Cladochytriaceae			Cladochytrium			Cladochytrium replicatum			
110093	Eukaryota	Fungi		Chytridiomycota		Chytridiomycetes		Polychytriales					Polychytrium			Polychytrium aggregatum			
110319	Bacteria			Actinobacteria		Actinobacteria		Propionibacteriales		Nocardioidaceae			Nocardioides			Nocardioides sp. CF8			
110365	Eukaryota			Apicomplexa		Conoidasida	Gregarinasina	Eugregarinorida		Gregarinidae			Gregarina			Gregarina niphandrodes			
110457	Viruses							Caudovirales		Podoviridae	Autographivirinae		Teseptimavirus			Yersinia phage phiYeO3-12			
110505	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycobacterium			Mycobacterium heckeshornense			
110510	Eukaryota			Rhodophyta		Compsopogonophyceae		Rhodochaetales		Rhodochaetaceae			Rhodochaete			Rhodochaete parvula			
110545	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariomycetidae	Xylariales		Hypoxylaceae			Hypoxylon			Hypoxylon rickii			
110583	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Bionectriaceae			Clonostachys			Clonostachys grammicospora			
110590	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Stachybotryaceae			Peethambara			Peethambara sundara			
110662	Bacteria			Cyanobacteria				Synechococcales		Synechococcaceae			Synechococcus			Synechococcus sp. CC9605			
110663	Bacteria			Cyanobacteria				Synechococcales		Synechococcaceae			Synechococcus			Synechococcus sp. CC9616			
110935	Bacteria			Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Agreia			Agreia bicolorata			
111012	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Mycosphaerellaceae			Lecanosticta			Lecanosticta acicola			
111015	Bacteria			Actinobacteria		Actinobacteria		Actinomycetales		Actinomycetaceae			Actinomyces			Actinomyces radicidentis			
